Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general 
LA RIOJA,Arauco,Villa Mazán,46007050, -   , -   , -   , -   , -   , -   , -   , 156 , 156 
LA RIOJA,Arauco,Machigasta,46007040, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
LA RIOJA,Capital,La Rioja,46014010, 2.207 , 36.512 , 4 , 18.712 , 6 , 3 , -   , 1.224 , 58.668 
LA RIOJA,Castro Barros,Anillaco,46021020, -   , 453 , -   , 1 , -   , 1 , -   , -   , 455 
LA RIOJA,Castro Barros,Los Molinos,46021050, -   , 49 , -   , -   , -   , -   , -   , 4 , 53 
LA RIOJA,Castro Barros,San Pedro,46021070, -   , 28 , -   , -   , -   , -   , -   , 45 , 73 
LA RIOJA,Castro Barros,Aminga,46021010, -   , 158 , -   , 1 , -   , -   , -   , 17 , 176 
LA RIOJA,Castro Barros,Anjullón,46021030, -   , 44 , -   , 1 , -   , -   , -   , 64 , 109 
LA RIOJA,Castro Barros,Chuquis,46021040, -   , 39 , -   , -   , -   , -   , -   , -   , 39 
LA RIOJA,Castro Barros,Pinchas,46021060, -   , 49 , -   , -   , -   , -   , -   , 1 , 50 
LA RIOJA,Castro Barros,Santa Vera Cruz,46021080, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
LA RIOJA,Chamical,Chamical,46035010, 152 , 2.963 , -   , 8 , -   , 1 , -   , 9 , 3.133 
LA RIOJA,Chilecito,Chilecito,46042010, 283 , 4.483 , -   , 4.320 , -   , -   , -   , 96 , 9.182 
LA RIOJA,Chilecito,Colonia Vichigasta,46042050, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
LA RIOJA,Chilecito,Los Sarmientos,46042030, -   , 157 , -   , -   , -   , -   , -   , -   , 157 
LA RIOJA,Chilecito,Nonogasta,46042090, 52 , 824 , -   , 1 , -   , 1 , -   , 6 , 884 
LA RIOJA,Chilecito,San Miguel,46042030, -   , 60 , -   , -   , -   , -   , -   , 5 , 65 
LA RIOJA,Chilecito,San Nicolás,46042100, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
LA RIOJA,Chilecito,Vichigasta,46042140, 33 , -   , -   , 1 , -   , 1 , -   , 103 , 138 
LA RIOJA,Chilecito,Colonia Anguinán,46042020, -   , 161 , -   , 1 , -   , -   , -   , 69 , 231 
LA RIOJA,Chilecito,Guanchín,46042060, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
LA RIOJA,Chilecito,Malligasta,46042070, -   , -   , -   , -   , -   , -   , -   , 185 , 185 
LA RIOJA,Chilecito,Santa Florentina,46042110, -   , -   , -   , -   , -   , -   , -   , 7 , 7 
LA RIOJA,Chilecito,Sañogasta,46042120, -   , -   , -   , -   , -   , -   , -   , 219 , 219 
LA RIOJA,Chilecito,Tilimuqui,46042130, -   , -   , -   , -   , -   , -   , -   , 13 , 13 
LA RIOJA,Chilecito,La Puntilla,46042030, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
LA RIOJA,Coronel Felipe Varela,Guandacol,46028020, -   , 379 , -   , 2 , -   , 1 , -   , -   , 382 
LA RIOJA,Coronel Felipe Varela,Santa Clara,46028010, -   , -   , -   , -   , -   , -   , -   , 41 , 41 
LA RIOJA,Coronel Felipe Varela,Villa Unión,46028050, -   , 1.122 , -   , 3 , -   , 1 , -   , 258 , 1.384 
LA RIOJA,Coronel Felipe Varela,Aicuña,46028010, -   , -   , -   , -   , -   , -   , -   , 47 , 47 
LA RIOJA,Coronel Felipe Varela,Los Palacios,46028030, -   , -   , -   , -   , -   , -   , -   , 107 , 107 
LA RIOJA,Coronel Felipe Varela,Pagancillo,46028040, -   , -   , -   , 1 , -   , -   , -   , 126 , 127 
LA RIOJA,Famatina,Famatina,46049070, -   , 202 , -   , 2 , -   , -   , -   , 5 , 209 
LA RIOJA,Famatina,Angulos,46049020, -   , -   , -   , -   , -   , -   , -   , 6 , 6 
LA RIOJA,Famatina,Campanas,46049050, -   , -   , -   , 1 , -   , -   , -   , 161 , 162 
LA RIOJA,Famatina,Chañarmuyo,46049060, -   , -   , -   , -   , -   , -   , -   , 29 , 29 
LA RIOJA,Famatina,La Cuadra,46049080, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
LA RIOJA,Famatina,Pituil,46049090, -   , -   , -   , -   , -   , -   , -   , 153 , 153 
LA RIOJA,Famatina,Santa Cruz,46049110, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
LA RIOJA,General Angel V. Peñaloza,Tama,46056020, 6 , -   , -   , 1 , -   , -   , -   , 149 , 156 
LA RIOJA,General Angel V. Peñaloza,Punta de los Llanos,46056010, -   , -   , -   , 1 , -   , -   , -   , 93 , 94 
LA RIOJA,General Belgrano,Chañar,46063020, 5 , -   , -   , 1 , -   , -   , -   , 90 , 96 
LA RIOJA,General Belgrano,Loma Blanca,46063030, -   , -   , -   , -   , -   , 2 , -   , -   , 2 
LA RIOJA,General Belgrano,Olta,46063040, -   , 1.069 , -   , 1 , -   , 1 , -   , 6 , 1.077 
LA RIOJA,General Belgrano,Castro Barros,46063010, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
LA RIOJA,General Ocampo,Santa Rita de Catuna,46084050, -   , 299 , -   , -   , -   , 1 , -   , -   , 300 
LA RIOJA,General Ocampo,Ambil,46084010, -   , -   , -   , -   , -   , -   , -   , 34 , 34 
LA RIOJA,General Ocampo,Milagro,46084030, -   , 813 , -   , 1 , -   , -   , -   , -   , 814 
LA RIOJA,General San Martín,Ulapes,46091010, -   , 691 , -   , 2 , -   , -   , -   , 1 , 694 
LA RIOJA,Independencia,Amaná,46105010, 1 , -   , -   , -   , -   , -   , -   , 1 , 2 
LA RIOJA,Independencia,OTROS,Sin Datos, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
LA RIOJA,Independencia,Patquía,46105020, 16 , -   , -   , 1 , -   , -   , -   , 279 , 296 
LA RIOJA,Rosario Vera Peñaloza,Chepes,46112010, 1 , 2.312 , -   , 3 , -   , 1 , -   , 373 , 2.690 
LA RIOJA,Rosario Vera Peñaloza,Desiderio Tello,46112020, -   , -   , -   , -   , -   , -   , -   , 116 , 116 
LA RIOJA,Sanagasta,Villa Sanagasta,46126010, -   , 543 , -   , 5 , -   , 1 , -   , 5 , 554 
LA RIOJA,San Blas de los Sauces,Los Robles,46119010, -   , 1 , -   , 3 , -   , 1 , -   , 102 , 107 
LA RIOJA,San Blas de los Sauces,Alpasinche,46119010, -   , -   , -   , 2 , -   , -   , -   , 49 , 51 
LA RIOJA,San Blas de los Sauces,Salicas - San Blas,46119010, -   , -   , -   , -   , -   , -   , -   , 156 , 156 
LA RIOJA,San Blas de los Sauces,Andolucas,46119010, -   , -   , -   , -   , -   , -   , -   , 16 , 16 
LA RIOJA,San Blas de los Sauces,Chaupihuasi,46119010, -   , -   , -   , -   , -   , -   , -   , 16 , 16 
LA RIOJA,San Blas de los Sauces,Cuipan,46119010, -   , -   , -   , -   , -   , -   , -   , 50 , 50 
LA RIOJA,San Blas de los Sauces,Las Talas,46119010, -   , 1 , -   , -   , -   , -   , -   , 42 , 43 
LA RIOJA,San Blas de los Sauces,San Blas,46119010, -   , -   , -   , -   , -   , -   , -   , 48 , 48 
LA RIOJA,San Blas de los Sauces,Shaqui,46119010, -   , -   , -   , 1 , -   , -   , -   , 73 , 74 
LA RIOJA,San Blas de los Sauces,Suriyaco,46119010, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
LA RIOJA,San Blas de los Sauces,Tuyubil,46119010, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
LA RIOJA,General Juan F. Quiroga,San Antonio,46070040, -   , -   , -   , -   , -   , -   , -   , 33 , 33 
LA RIOJA,General Juan F. Quiroga,Malanzán,46070010, -   , -   , -   , 1 , -   , -   , -   , 347 , 348 
LA RIOJA,General Juan F. Quiroga,Nácate,46070020, -   , -   , -   , -   , -   , -   , -   , 78 , 78 
LA RIOJA,General Juan F. Quiroga,Portezuelo,46070030, -   , -   , -   , 1 , -   , -   , -   , 227 , 228 
LA RIOJA,General Lamadrid,Villa Castelli,46077010, -   , -   , -   , 1 , -   , -   , -   , 255 , 256 
LA RIOJA,Vinchina,Jagüé,46098010, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
LA RIOJA,Vinchina,Villa San José de Vinchina,46098020, -   , -   , -   , 2 , -   , -   , -   , 431 , 433 
MENDOZA,Capital,Mendoza,50007010, 3.496 , 60.089 , 176 , 46.497 , 23 , 13 , -   , 2.042 , 112.336 
MENDOZA,General Alvear,Bowen,50014010, -   , 68 , 1 , -   , -   , -   , -   , 95 , 164 
MENDOZA,General Alvear,General Alvear,50014030, 527 , 3.543 , 1 , 2.224 , 33 , 1 , -   , 3.385 , 9.714 
MENDOZA,General Alvear,Carmensa,50014020, -   , -   , -   , -   , -   , -   , -   , 79 , 79 
MENDOZA,Godoy Cruz,Godoy Cruz,50021010, 2.110 , 10 , 84 , 39.873 , 11 , 2 , -   , 1.012 , 43.102 
MENDOZA,Godoy Cruz,Gobernador Benegas,50021010, -   , -   , -   , 326 , -   , -   , -   , -   , 326 
MENDOZA,Godoy Cruz,Las Tortugas,50021010, -   , -   , -   , 530 , -   , -   , -   , -   , 530 
MENDOZA,Godoy Cruz,San Francisco Del Monte,50021010, -   , -   , -   , 164 , -   , -   , -   , -   , 164 
MENDOZA,Godoy Cruz,Villa Hipodromo,50021010, -   , -   , -   , 6 , -   , -   , -   , -   , 6 
MENDOZA,Guaymallén,Bermejo,50028030, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Guaymallén,Colonia Segovia,50028010, -   , -   , -   , 119 , -   , -   , -   , 142 , 261 
MENDOZA,Guaymallén,Guaymallén,50028020, 1.210 , 2.136 , 81 , 39.884 , 17 , -   , -   , 1.533 , 44.861 
MENDOZA,Guaymallén,La Primavera,50028030, -   , -   , -   , -   , -   , -   , -   , 27 , 27 
MENDOZA,Guaymallén,Los Corralitos,50028040, 22 , -   , 2 , -   , -   , 1 , -   , 49 , 74 
MENDOZA,Guaymallén,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 150 , 150 
MENDOZA,Guaymallén,Puente de Hierro,50028050, 778 , -   , 3 , -   , -   , -   , -   , 116 , 897 
MENDOZA,Guaymallén,Dorrego,50028030, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Guaymallén,Rodeo De La Cruz,50028010, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
MENDOZA,Guaymallén,San Francisco Del Monte,50028050, -   , -   , -   , 9 , -   , -   , -   , -   , 9 
MENDOZA,Guaymallén,Pedro Molina,50028030, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Guaymallén,Jesus Nazareno,50028050, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Junín,Ingeniero Giagnoni,50035010, 2.297 , -   , 49 , 1.287 , -   , -   , -   , 66 , 3.699 
MENDOZA,Junín,Junín,50035020, 271 , -   , 4 , 961 , -   , 1 , -   , 215 , 1.452 
MENDOZA,Junín,La Colonia,50035030, -   , -   , -   , 541 , -   , -   , -   , 201 , 742 
MENDOZA,Junín,Los Barriales,50035040, 545 , -   , 2 , -   , -   , -   , -   , 175 , 722 
MENDOZA,Junín,Medrano,50035050, -   , -   , -   , -   , -   , -   , -   , 774 , 774 
MENDOZA,Junín,OTROS,Sin Datos, -   , -   , -   , 30 , -   , -   , -   , -   , 30 
MENDOZA,Junín,Phillips,50035060, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
MENDOZA,Junín,Rodríguez Peña,50035070, -   , -   , -   , -   , -   , -   , -   , 48 , 48 
MENDOZA,La Paz,La Paz,50042020, 304 , -   , -   , 4 , -   , -   , -   , 1 , 309 
MENDOZA,Las Heras,Las Heras,50049050, 70 , 9 , 29 , 16.048 , 11 , 2 , -   , 703 , 16.872 
MENDOZA,Las Heras,Papagayos,50049040, -   , -   , -   , -   , -   , 1 , -   , -   , 1 
MENDOZA,Las Heras,Uspallata,50049110, 26 , -   , 2 , 2.409 , -   , -   , -   , -   , 2.437 
MENDOZA,Las Heras,El Challao,50049040, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Lavalle,3 de Mayo,50056150, -   , -   , -   , -   , -   , -   , -   , 21 , 21 
MENDOZA,Lavalle,Barrio Los Olivos,50056070, 190 , -   , -   , -   , -   , -   , -   , -   , 190 
MENDOZA,Lavalle,Costa de Araujo,50056080, -   , -   , -   , 1 , 29 , -   , -   , 125 , 155 
MENDOZA,Lavalle,El Vergel,50056100, -   , -   , -   , -   , -   , -   , -   , 22 , 22 
MENDOZA,Lavalle,Ingeniero Gustavo André,50056110, -   , -   , -   , -   , -   , -   , -   , 26 , 26 
MENDOZA,Lavalle,Jocolí,50056120, -   , -   , -   , -   , -   , -   , -   , 27 , 27 
MENDOZA,Lavalle,Jocolí Viejo,50056130, -   , -   , -   , -   , -   , -   , -   , 25 , 25 
MENDOZA,Lavalle,Villa Tulumaya,50056160, -   , -   , -   , 107 , 1 , -   , -   , 271 , 379 
MENDOZA,Luján de Cuyo,Agrelo,50063010, -   , -   , -   , 562 , -   , -   , -   , 67 , 629 
MENDOZA,Luján de Cuyo,Cacheuta,50063030, 16 , -   , -   , -   , -   , -   , -   , 31 , 47 
MENDOZA,Luján de Cuyo,Las Compuertas,50063070, 235 , -   , 5 , 751 , -   , -   , -   , 42 , 1.033 
MENDOZA,Luján de Cuyo,Luján de Cuyo,50063090, 967 , 2 , 27 , 5.016 , 6 , -   , -   , 1.827 , 7.845 
MENDOZA,Luján de Cuyo,Perdriel,50063100, 10 , -   , 4 , 150 , -   , -   , -   , 58 , 222 
MENDOZA,Luján de Cuyo,Potrerillos,50063110, -   , -   , -   , 1 , -   , 4 , -   , 32 , 37 
MENDOZA,Luján de Cuyo,Ugarteche,50063120, -   , -   , -   , 123 , -   , -   , -   , 127 , 250 
MENDOZA,Luján de Cuyo,Barrio Perdriel IV,50063020, -   , -   , -   , 77 , -   , -   , -   , 15 , 92 
MENDOZA,Luján de Cuyo,Carrodilla,50063060, -   , -   , -   , 62 , -   , -   , -   , 12 , 74 
MENDOZA,Luján de Cuyo,Chacras De Coria,50063060, -   , -   , -   , 229 , -   , -   , -   , 24 , 253 
MENDOZA,Luján de Cuyo,Costa Flores,50063040, -   , -   , -   , 133 , -   , -   , -   , 17 , 150 
MENDOZA,Luján de Cuyo,El Carrizal,50063050, -   , -   , -   , -   , -   , -   , -   , 42 , 42 
MENDOZA,Luján de Cuyo,El Salto,50063060, -   , -   , -   , -   , -   , -   , -   , 34 , 34 
MENDOZA,Luján de Cuyo,Las Vegas,50063080, -   , -   , -   , -   , -   , -   , -   , 32 , 32 
MENDOZA,Luján de Cuyo,Mayor Drummond,50063060, -   , -   , -   , 24 , -   , -   , -   , 17 , 41 
MENDOZA,Luján de Cuyo,Vistalba,50063060, -   , -   , -   , 227 , -   , -   , -   , 27 , 254 
MENDOZA,Luján de Cuyo,La Puntilla,50063060, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
MENDOZA,Maipú,Barrancas,50070010, -   , -   , -   , -   , -   , -   , -   , 31 , 31 
MENDOZA,Maipú,Cruz de Piedra,50070030, -   , -   , -   , 59 , -   , -   , -   , 12 , 71 
MENDOZA,Maipú,Fray Luis Beltrán,50070050, 174 , 1 , 3 , -   , -   , -   , -   , 66 , 244 
MENDOZA,Maipú,Maipú,50070060, 202 , 4 , 13 , 10.057 , 6 , -   , -   , 1.356 , 11.638 
MENDOZA,Maipú,Rodeo del Medio,50070070, 151 , -   , 1 , -   , -   , -   , -   , 348 , 500 
MENDOZA,Maipú,Russell,50070080, 90 , -   , 14 , 3.901 , -   , -   , -   , -   , 4.005 
MENDOZA,Maipú,San Roque,50070090, 80 , -   , 6 , 3.640 , -   , -   , -   , 104 , 3.830 
MENDOZA,Maipú,Barrio Jesús de Nazaret,50070020, -   , -   , -   , -   , -   , -   , -   , 33 , 33 
MENDOZA,Maipú,El Pedregal,50070040, -   , -   , -   , -   , -   , -   , -   , 31 , 31 
MENDOZA,Maipú,Villa Teresa,50070100, -   , -   , -   , -   , -   , -   , -   , 38 , 38 
MENDOZA,Maipú,General Gutierrez,50070040, -   , -   , -   , 1 , -   , -   , -   , -   , 1 
MENDOZA,Maipú,Luzuriaga,50070090, -   , -   , -   , 9 , -   , -   , -   , -   , 9 
MENDOZA,Malargüe,Las Leñas,50077030, -   , -   , -   , 3 , -   , -   , -   , -   , 3 
MENDOZA,Malargüe,Malargüe,50077040, -   , 1.613 , 4 , 3 , -   , 4 , -   , 28 , 1.652 
MENDOZA,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 7 , -   , -   , -   , 7 
MENDOZA,Rivadavia,Andrade,50084010, -   , -   , -   , -   , -   , -   , -   , 13 , 13 
MENDOZA,Rivadavia,Barrio Cooperativa Los Campamentos,50084020, -   , -   , -   , -   , -   , -   , -   , 5 , 5 
MENDOZA,Rivadavia,Barrio Rivadavia,50084030, -   , -   , -   , -   , -   , 1 , -   , 63 , 64 
MENDOZA,Rivadavia,El Mirador,50084040, -   , -   , -   , 1 , -   , -   , -   , 66 , 67 
MENDOZA,Rivadavia,La Central,50084050, -   , -   , -   , -   , -   , -   , -   , 98 , 98 
MENDOZA,Rivadavia,La Esperanza,50084060, -   , -   , -   , -   , -   , -   , -   , 33 , 33 
MENDOZA,Rivadavia,La Florida,50084070, -   , -   , -   , -   , -   , -   , -   , 96 , 96 
MENDOZA,Rivadavia,La Libertad,50084080, -   , -   , -   , -   , -   , -   , -   , 60 , 60 
MENDOZA,Rivadavia,Los Árboles,50084090, -   , -   , -   , -   , -   , -   , -   , 8 , 8 
MENDOZA,Rivadavia,Los Campamentos,50084100, -   , -   , -   , -   , -   , -   , -   , 81 , 81 
MENDOZA,Rivadavia,Medrano,50084110, -   , -   , 1 , -   , -   , -   , -   , 3 , 4 
MENDOZA,Rivadavia,Mundo Nuevo,50084120, -   , -   , -   , -   , -   , -   , -   , 13 , 13 
MENDOZA,Rivadavia,Reducción de Abajo,50084130, -   , -   , -   , -   , -   , -   , -   , 61 , 61 
MENDOZA,Rivadavia,Rivadavia,50084140, 636 , -   , 5 , 2.892 , -   , 2 , -   , 903 , 4.438 
MENDOZA,Rivadavia,Santa María de Oro,50084150, -   , -   , -   , -   , -   , -   , -   , 42 , 42 
MENDOZA,San Carlos,Chilecito,50091020, -   , -   , -   , -   , -   , -   , -   , 153 , 153 
MENDOZA,San Carlos,Eugenio Bustos,50091030, 18 , -   , -   , -   , -   , -   , -   , 628 , 646 
MENDOZA,San Carlos,La Consulta,50091040, 131 , -   , -   , -   , -   , 1 , -   , 639 , 771 
MENDOZA,San Carlos,San Carlos,50091060, -   , 167 , -   , -   , -   , -   , -   , 400 , 567 
MENDOZA,San Carlos,Pareditas,50091050, -   , -   , -   , 86 , 1 , -   , -   , 33 , 120 
MENDOZA,San Carlos,Barrio El Cepillo,50091010, -   , -   , -   , -   , -   , -   , -   , 47 , 47 
MENDOZA,San Martín,Alto Salvador,50098090, -   , -   , -   , 34 , -   , -   , -   , 19 , 53 
MENDOZA,San Martín,Alto Verde,50098020, -   , -   , -   , 63 , -   , -   , -   , 88 , 151 
MENDOZA,San Martín,Chapanay,50098060, -   , -   , 1 , 7 , -   , -   , -   , 32 , 40 
MENDOZA,San Martín,El Ramblón,50098077, -   , -   , -   , -   , -   , -   , -   , 107 , 107 
MENDOZA,San Martín,Montecaseros,50098080, -   , -   , -   , -   , -   , -   , -   , 94 , 94 
MENDOZA,San Martín,Nueva California,50098090, -   , -   , -   , -   , -   , -   , -   , 47 , 47 
MENDOZA,San Martín,OTROS,Sin Datos, -   , -   , -   , -   , -   , -   , -   , 94 , 94 
MENDOZA,San Martín,Palmira,50098090, -   , -   , -   , 513 , -   , -   , -   , 20 , 533 
MENDOZA,San Martín,San Martín,50098100, -   , 3 , -   , 2.814 , -   , -   , -   , 894 , 3.711 
MENDOZA,San Martín,Tres Porteñas,50098110, -   , -   , -   , 2 , -   , -   , -   , 209 , 211 
MENDOZA,San Martín,El Espino,50098073, -   , -   , -   , -   , -   , -   , -   , 59 , 59 
MENDOZA,San Rafael,25 de Mayo,50105220, -   , 79 , 1 , -   , -   , -   , -   , 14 , 94 
MENDOZA,San Rafael,Cuadro Benegas,50105060, 23 , -   , 2 , 2.960 , -   , -   , -   , 418 , 3.403 
MENDOZA,San Rafael,El Nihuil,50105070, -   , -   , -   , -   , -   , -   , -   , 89 , 89 
MENDOZA,San Rafael,Goudge,50105100, -   , 1 , -   , -   , -   , -   , -   , 177 , 178 
MENDOZA,San Rafael,San Rafael,50105210, 2.538 , 1.757 , 208 , 12 , 1 , -   , -   , 1.235 , 5.751 
MENDOZA,San Rafael,Punta del Agua,50105170, -   , -   , -   , 2 , -   , -   , -   , -   , 2 
MENDOZA,San Rafael,Las Malvinas,50105130, -   , -   , -   , -   , -   , -   , -   , 54 , 54 
MENDOZA,San Rafael,Monte Comán,50105150, -   , -   , -   , -   , -   , -   , -   , 447 , 447 
MENDOZA,San Rafael,Rama Caída,50105180, -   , -   , -   , -   , -   , -   , -   , 459 , 459 
MENDOZA,San Rafael,Real del Padre,50105190, -   , -   , -   , -   , -   , -   , -   , 670 , 670 
MENDOZA,San Rafael,Salto de Las Rosas,50105200, -   , -   , -   , -   , -   , -   , -   , 365 , 365 
MENDOZA,San Rafael,Villa Atuel,50105230, -   , -   , -   , -   , -   , -   , -   , 351 , 351 
MENDOZA,San Rafael,Jaime Prats,50105110, -   , -   , -   , -   , -   , -   , -   , 94 , 94 
MENDOZA,San Rafael,Capitán Montoya,50105050, -   , -   , -   , -   , -   , -   , -   , 2 , 2 
MENDOZA,Santa Rosa,Barrio 12 de Octubre,50112010, -   , -   , -   , 2 , -   , -   , -   , -   , 2 
MENDOZA,Santa Rosa,La Dormida,50112040, -   , -   , -   , -   , -   , -   , -   , 397 , 397 
MENDOZA,Santa Rosa,Las Catitas,50112050, -   , -   , -   , -   , -   , -   , -   , 288 , 288 
MENDOZA,Santa Rosa,Santa Rosa,50112060, -   , -   , -   , 2 , -   , -   , -   , 153 , 155 
MENDOZA,Tunuyán,Los Sauces,50119050, -   , 20 , -   , 1 , -   , -   , -   , 10 , 31 
MENDOZA,Tunuyán,Tunuyán,50119060, 199 , 1.375 , 1 , 10 , -   , -   , -   , 16 , 1.601 
MENDOZA,Tunuyán,Vista Flores,50119070, -   , -   , -   , -   , -   , -   , -   , 272 , 272 
MENDOZA,Tunuyán,Campo Los Andes,50119020, -   , 55 , -   , -   , -   , -   , -   , -   , 55 
MENDOZA,Tunuyán,Colonia Las Rosas,50119030, -   , -   , -   , -   , 12 , -   , -   , 199 , 211 
MENDOZA,Tupungato,San José,50126050, -   , -   , -   , 3 , -   , -   , -   , 17 , 20 
MENDOZA,Tupungato,Tupungato,50126060, 358 , -   , -   , 3 , -   , 3 , -   , 598 , 962 
MENDOZA,Tupungato,Cordón del Plata,50126020, -   , -   , -   , -   , -   , -   , -   , 344 , 344 
MENDOZA,Tupungato,La Arboleda,50126040, -   , -   , -   , -   , -   , -   , -   , 45 , 45 
MISIONES,25 de Mayo,25 de Mayo,54119060, -   , -   , -   , -   , 538 , 2 , -   , -   , 540 
MISIONES,25 de Mayo,Colonia Alicia,54119020, -   , -   , -   , -   , 20 , -   , -   , 79 , 99 
MISIONES,25 de Mayo,Colonia Aurora,54119030, -   , -   , -   , -   , 10 , 1 , -   , 110 , 121 
MISIONES,25 de Mayo,San Francisco de Asís,54119040, -   , -   , -   , 15 , 40 , -   , -   , 25 , 80 
MISIONES,25 de Mayo,Santa Rita,54119050, -   , -   , -   , 30 , 150 , 1 , -   , 50 , 231 
MISIONES,25 de Mayo,Alicia Baja,54119025, -   , -   , -   , -   , -   , -   , -   , 68 , 68 
MISIONES,25 de Mayo,Alba Posse,54119010, -   , -   , -   , 40 , -   , -   , -   , -   , 40 
MISIONES,Apóstoles,Apóstoles,54007010, 1.280 , 3.510 , -   , 4 , -   , 1 , -   , 138 , 4.933 
MISIONES,Apóstoles,Azara,54007020, -   , 10 , -   , -   , -   , 1 , -   , 146 , 157 
MISIONES,Apóstoles,San José,54007060, 105 , -   , -   , 1 , -   , -   , -   , 425 , 531 
MISIONES,Cainguás,Aristóbulo del Valle,54014010, 1 , 1.194 , -   , 1.325 , -   , 2 , -   , 2 , 2.524 
MISIONES,Cainguás,Campo Grande,54014020, 6 , -   , -   , 347 , -   , 1 , -   , 312 , 666 
MISIONES,Cainguás,Dos de Mayo Núcleo I,54014030, -   , -   , -   , 1.566 , -   , -   , -   , -   , 1.566 
MISIONES,Cainguás,OTROS,Sin Datos, -   , -   , -   , -   , -   , 6 , -   , -   , 6 
MISIONES,Cainguás,Salto Encantado,54014080, -   , 42 , -   , -   , -   , 1 , -   , 22 , 65 
MISIONES,Cainguás,Pueblo Illia,54014070, -   , -   , -   , -   , -   , -   , -   , 89 , 89 
MISIONES,Cainguás,Dos de Mayo Núcleo III,54014050, -   , -   , -   , -   , -   , -   , -   , 125 , 125 
MISIONES,Candelaria,Bonpland,54021010, 28 , -   , -   , -   , -   , -   , -   , -   , 28 
MISIONES,Candelaria,Candelaria,54021020, 537 , 1 , -   , -   , -   , 2 , -   , -   , 540 
MISIONES,Candelaria,Mártires,54021050, -   , -   , -   , -   , 13 , -   , -   , 3 , 16 
MISIONES,Candelaria,Profundidad,54021060, -   , -   , -   , -   , -   , -   , -   , 3 , 3 
MISIONES,Candelaria,Santa Ana,54021080, 94 , -   , -   , -   , -   , -   , -   , -   , 94 
MISIONES,Capital,Garupá,54028010, 833 , 692 , -   , 10.387 , -   , -   , -   , 85 , 11.997 
MISIONES,Capital,Nemesio Parma,54028020, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
MISIONES,Capital,Posadas,54028030, 4.202 , 59.036 , -   , 46.819 , 11 , 8 , -   , 231 , 110.307 
MISIONES,Concepción,Concepción de la Sierra,54035020, -   , 458 , -   , 3 , -   , 1 , -   , 154 , 616 
MISIONES,Concepción,La Corita,54035030, -   , 12 , -   , -   , -   , -   , -   , -   , 12 
MISIONES,Eldorado,Colonia Victoria,54042010, 3 , -   , -   , -   , -   , -   , -   , -   , 3 
MISIONES,Eldorado,Eldorado,54042020, 5.774 , -   , -   , -   , -   , 1 , -   , 2 , 5.777 
MISIONES,Eldorado,Santiago De Liniers,54042080, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
MISIONES,Eldorado,Puerto Pinares,54042070, -   , -   , -   , -   , -   , -   , -   , 1 , 1 
MISIONES,General Manuel Belgrano,Bernardo de Irigoyen,54049020, -   , -   , -   , 1 , 370 , -   , -   , -   , 371 
MISIONES,General Manuel Belgrano,Dos Hermanas,54049030, -   , -   , -   , -   , 5 , -   , -   , -   , 5 
MISIONES,Guaraní,El Soberbio,54056010, -   , -   , -   , -   , 520 , 1 , -   , 729 , 1.250 
MISIONES,Guaraní,Fracrán,54056020, -   , -   , -   , -   , -   , -   , -   , 129 , 129 
MISIONES,Guaraní,San Vicente,54056030, -   , -   , -   , 3.051 , 20 , -   , -   , 1.267 , 4.338 
MISIONES,Iguazú,Esperanza,54063010, 623 , 2.000 , -   , 1 , -   , -   , -   , 100 , 2.724 
MISIONES,Iguazú,Libertad,54063020, 320 , -   , -   , -   , -   , -   , -   , -   , 320 
MISIONES,Iguazú,Puerto Iguazú,54063030, 524 , 4 , -   , 7.812 , -   , 3 , -   , -   , 8.343 
MISIONES,Iguazú,Wanda,54063040, 667 , -   , -   , 1 , -   , 3 , -   , -   , 671 
